code	lc	product_name_de	product_name_en	product_name_es	product_name_fr	generic_name_en	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fr	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	energy_value	energy_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_2_number_of_units	packaging_2_shape	packaging_2_material	packaging_3_shape	packaging_3_material	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_data.missing_key_data	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	data_sources
4902430925686	en		Oral-B SENSITIVITY AND GUM				1 x 90g		"CARRAGEENAN (CHONDRUS CRISPUS FLAVOR, CI 77891 (TITANIUM DIOXIDE) Batch number / Manufacturing & Expiry Date (MMYY): See package Ⓒ2021 P&G For more oral care information visit us at www.oralb.com.au TOOTHPASTE MADE IN GERMANY TAYATA BOX 11 arl.org.au P&G nod U, COCAMIDOPROPYL BETAINE, HYDRATED SILICA (SILICON DICXIDE), SODIUM FLUORIDE, SODIUM GLUCONATE, SODIUM HYDROXIDE, SODIUM LAURYL SULFATE, SODIUM SACCHARIN (SACCHARIN SODIUM), SORBITOL, STANNOUS CHLORIDE, STANNOUS FLUORIDE, SUCRALOSE, XANTHAN GUM, ZINC CITRATE, A for nds #21-07, And thalent 14650 ppm Pueride) WATER (WATER PURIFIED)"	"en:carrageenan-chondrus-crispus-flavor,en:ci-77891-titanium-dioxide-batch-number-manufacturing-expiry-date-mmyy-see-package-ⓒ2021-p-g-for-more-oral-care-information-visit-us-at-www-oralb-com-au-toothpaste-made-in-germany-tayata-box-11-arl-org-au-p-g-nod-u,en:cocamidopropyl-betaine,en:hydrated-silica-silicon-dicxide,en:sodium-fluoride,en:sodium-gluconate,en:sodium-hydroxide,en:sodium-lauryl-sulfate,en:sodium-saccharin-saccharin-sodium,en:sorbitol,en:stannous-chloride,en:stannous-fluoride,en:sucralose,en:xanthan-gum,en:zinc-citrate,en:a-for-nds-21-07,en:and-thalent-14650-ppm-pueride-water-water-purified"	Oral-B DENTAL SCIENCE	oral-b-dental-science		Health-care, Toothpaste	en:health-care,en:toothpaste	Made in Germany	en:made-in-germany	Australia	en:australia			0									"WATER (WATER PURIFIED), SORBITOL, HYDRATED SILICA (SILICON DIOXIDE), SODIUM LAURYL SULFATE, SODIUM GLUCONATE, CARRAGEENAN (CHONDRUS CRISPUS), FLAVOR, XANTHAN GUM, COCAMIDOPROPYL BETAINE, ZINC CITRATE, STANNOUS FLUORIDE, SODIUM HYDROXIDE, STANNOUS CHLORIDE, SODIUM SACCHARIN (SACCHARIN SODIUM), SODIUM FLUORIDE, SUCRALOSE, CI 77891 (TITANIUM DIOXIDE). Batch number / Manufacturing & Expiry Date (MMYY): See package. Ⓒ2021 P&G For more oral care information visit us at www.oralb.com.au TOOTHPASTE MADE IN GERMANY. nn U nn uuuttt ** nni nnnni BOX nnnnn arl.org.au (tett P&G 1000000 1"								100g	100g																																	4	en:4-ultra-processed-food-and-drink-products	unknown		unknown	1	-5	-15	1	0							App - smoothie-openfoodfacts, Apps
0033200187707	en		Toothpaste								Arm & Hammer	arm-hammer		Non food products, Open Beauty Facts	en:non-food-products,en:open-beauty-facts			United States	en:united-states			0									"drug facts (continued) directions do not swallow supervise children as necessary until capable of using without supervision • rinse away toothpaste residue thoroughly after brushing adults and children 2 years and older children under 6 years children under 2 years brush teeth thoroughly after meals or at least twice a day, or use as directed by a dentist or physician instruct in good brushing and rinsing habits (to minimize swallowing) ask a dentist or physician inactive ingredients sodium bicarbonate (baking soda), peg-8, peg/ppg 116/66 copolymer, sodium carbonate peroxide, tetrasodium pyrophosphate, silica, sodium saccharin, flavor, water, sodium lauryl sulfate, sodium lauroyl sarcosinate. questions or comments? call 1-800-786-5135 mon.-fri. 9am-5pm et or visit www.myoralcare.com g, nj 08628 u.s.a. made in the usa with us and foreign materials. pcfc-18770-09 72019357 *in har areas to a lea toothp **data"								100g	100g																																		not-applicable	not-applicable		unknown	1	-5	-15	1	0							App - InFood, Apps
05330317	en		Toothpaste								Aquafresh	aquafresh		Non food products, Open Beauty Facts	en:non-food-products,en:open-beauty-facts			United States	en:united-states			0																	100g	100g																																		not-applicable	not-applicable		unknown	1	-5	-15	1	0							
7640118780789	en		Enzymatic Toothpaste						Aluminium-tube, Card-box	en:aluminium-tube,en:card-box	Virbac	virbac						United States	en:united-states			0																	100g	100g																																		unknown	unknown		unknown	1	-5	-15	1	0							
3411110636688	en		Dog Toothpaste						Card-box	en:card-box	Logic Oral Hygiene Gel	logic-oral-hygiene-gel						United Kingdom	en:united-kingdom			0																	100g	100g																																		unknown	unknown		unknown	1	-5	-15	1	0							App - Horizon, Apps
0077326470206	en		Toothpaste Box						Card-box	en:card-box	Toms	toms						United States	en:united-states			0																	100g	100g																																		unknown	unknown		unknown	1	-5	-15	1	0							
0065333008420	en		arm & hammer toothpaste															Canada	en:canada			0									"indications: arm & hammertm sensitive provides maximum relief from painful tooth & nerve sensitivity due to cold, heat, acids, sweets or contact. a decrease in sensitivity should occur within the first 2 weeks of regular brushing and improve with continued use. aids in the prevention of dental decay. directions: recommended for adults and children over 12. brush teeth thoroughly after meals or at least twice a day. consult your dentist about tooth sensitivity. adults and children over 12 years: cover toothbrush with the toothpaste. caution: do not swallow. keep out of reach of children. if more than used for brushing is accidentally swallowed, get medical help or contact a poison control centre right away. consult your dentist if symptoms persist or worsen. indications: arm & hammermc sensitive procure un soulagement maximal de la douleur dentaire et de la sensibilité nerveuse dues au froid, à la chaleur, aux acides, aux sucres ou au contact. son action se fait sentir dès les deux premières semaines de brossage régulier et s'intensifie avec un usage continu. il aide aussi à prévenir la carie. mode d'emploi : recommandé pour les adultes et les enfants de plus de 12 ans. se brosser soigneusement les dents après les repas ou au moins deux fois par jour. consulter un dentiste au sujet de la sensibilité des dents. adultes et enfants de plus de 12 ans : couvrir la brosse à dents de dentifrice. mise en garde: ne pas avaler. garder hors de la portée des enfants. en cas d'ingestion d'une quantité supérieure à celle d'un brossage, appeler un médecin ou un centre antipoison immédiatement. consulter un dentiste si les symptômes persistent au s'aggravent. medicinal ingredients/ingrédients medicinaux: fluoride 0.11% w/w (as sodium fluoride 0.243% w/w), potassium nitrate 5.0% w/w/fluorure 0,11 % p/p (sous forme de fluorure de sodium 0,23% p/p) nitrate de potassium 5,0 % p/p non-medicinal ingredients/ingrédients non-médicinaux: aqua, aroma, cellulose gum, glyceria lica del dium bicarbonate, sodium lauroyl sarcosinate, sodium lauryl sulfate, spaus saccharin, sorbitol, titanium dioxide, xanthan gum church & dwight canada corp. mississauga, on canada tm/mc church & dwight co., inc. 1-866-931-9741 m-f 9am-5p"								100g	100g																																	4	en:4-ultra-processed-food-and-drink-products	unknown		unknown	1	-5	-15	1	0							App - InFood, Apps
5060689240208	en		Toothpaste						Aluminium-tube, Card-box	en:aluminium-tube,en:card-box	Waken	waken						United States	en:united-states			0																	100g	100g																																		unknown	unknown		unknown	1	-5	-15	1	0							
0072239303665	en		dr brown toothpaste															United States	en:united-states			0									glycerin, aqua (water), xylitol, propanediol, sorbitol, pectin, xanthan gum, aroma (flavor), silica, sorbic acid, calcium lactatere								100g	100g																																	4	en:4-ultra-processed-food-and-drink-products	unknown		unknown	1	-5	-15	1	0							App - InFood, Apps
6291069701951	en		miswak herbal toothpaste				45				dabur indialimited	dabur-indialimited		Toothpaste	en:toothpaste			Algeria	en:algeria			0		India	en:india														100g	100g																																		unknown	unknown		unknown	1	-5	-15	1	0							App - smoothie-openfoodfacts, Apps
0030772061831	en		crest pro health toothpaste				130ml				crest	crest						Canada	en:canada			0																	100g	100g																																		unknown	unknown		unknown	1	-5	-15	1	0							
